WP, 26, 2018090700, 01, CARQ,   0, 123N, 1680E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  135,  35,   0,   0,   W,   0,   X, 275,  13,  TWENTY-SI, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091312, 01, CARQ, -24, 142N, 1340E, 150,  911, XX,  34, NEQ,  225,  190,  165,  210, 1004,  200,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091312, 01, CARQ, -18, 143N, 1325E, 155,  898, XX,  34, NEQ,  195,  120,  125,  135, 1002,  220,  17,   0,   0,   W,   0,   X, 275,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091312, 01, CARQ, -12, 145N, 1312E, 145,  908, XX,  34, NEQ,  200,  165,  160,  190, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091312, 01, CARQ,  -6, 147N, 1301E, 145,  906, XX,  34, NEQ,  240,  225,  190,  220, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091312, 01, CARQ,   0, 150N, 1290E, 145,  907, XX,  34, NEQ,  240,  220,  190,  215, 1003,  230,  17,   0,   0,   W,   0,   X, 280,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091312, 01, CARQ,   0, 150N, 1290E, 145,  907, XX,  50, NEQ,    0,    0,    0,    0, 1003,  230,  17,   0,   0,   W,   0,   X, 280,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091312, 01, CARQ,   0, 150N, 1290E, 145,  907, XX,  64, NEQ,    0,    0,    0,    0, 1003,  230,  17,   0,   0,   W,   0,   X, 280,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091318, 01, CARQ, -24, 143N, 1325E, 155,  898, XX,  34, NEQ,  195,  120,  125,  135, 1002,  220,  17,   0,   0,   W,   0,   X, 275,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091318, 01, CARQ, -18, 145N, 1312E, 145,  908, XX,  34, NEQ,  200,  165,  160,  190, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091318, 01, CARQ, -12, 147N, 1301E, 145,  906, XX,  34, NEQ,  240,  225,  190,  220, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091318, 01, CARQ,  -6, 150N, 1290E, 145,  907, XX,  34, NEQ,  240,  220,  190,  215, 1003,  230,  17,   0,   0,   W,   0,   X, 280,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091318, 01, CARQ,   0, 152N, 1279E, 150,  903, XX,  34, NEQ,  200,  200,  155,  170, 1003,  230,  22,   0,   0,   W,   0,   X, 285,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091318, 01, CARQ,   0, 152N, 1279E, 150,  903, XX,  50, NEQ,    0,    0,    0,    0, 1003,  230,  22,   0,   0,   W,   0,   X, 285,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091318, 01, CARQ,   0, 152N, 1279E, 150,  903, XX,  64, NEQ,    0,    0,    0,    0, 1003,  230,  22,   0,   0,   W,   0,   X, 285,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091400, 01, CARQ, -24, 145N, 1312E, 145,  908, XX,  34, NEQ,  200,  165,  160,  190, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091400, 01, CARQ, -18, 147N, 1301E, 145,  906, XX,  34, NEQ,  240,  225,  190,  220, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091400, 01, CARQ, -12, 150N, 1290E, 145,  907, XX,  34, NEQ,  240,  220,  190,  215, 1003,  230,  17,   0,   0,   W,   0,   X, 280,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091400, 01, CARQ,  -6, 152N, 1279E, 150,  903, XX,  34, NEQ,  200,  200,  155,  170, 1003,  230,  22,   0,   0,   W,   0,   X, 285,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091400, 01, CARQ,   0, 159N, 1269E, 150,  900, XX,  34, NEQ,  230,  190,  200,  230, 1002,  230,  22,   0,   0,   W,   0,   X, 290,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091400, 01, CARQ,   0, 159N, 1269E, 150,  900, XX,  50, NEQ,    0,    0,    0,    0, 1002,  230,  22,   0,   0,   W,   0,   X, 290,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091400, 01, CARQ,   0, 159N, 1269E, 150,  900, XX,  64, NEQ,    0,    0,    0,    0, 1002,  230,  22,   0,   0,   W,   0,   X, 290,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091406, 01, CARQ, -24, 147N, 1301E, 145,  906, XX,  34, NEQ,  240,  225,  190,  220, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091406, 01, CARQ, -18, 150N, 1290E, 145,  907, XX,  34, NEQ,  240,  220,  190,  215, 1003,  230,  17,   0,   0,   W,   0,   X, 280,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091406, 01, CARQ, -12, 152N, 1279E, 150,  903, XX,  34, NEQ,  200,  200,  155,  170, 1003,  230,  22,   0,   0,   W,   0,   X, 285,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091406, 01, CARQ,  -6, 159N, 1269E, 150,  900, XX,  34, NEQ,  230,  190,  200,  230, 1002,  230,  22,   0,   0,   W,   0,   X, 290,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091406, 01, CARQ,   0, 168N, 1256E, 145,  904, XX,  34, NEQ,  265,  225,  200,  235, 1000,  205,  22,   0,   0,   W,   0,   X, 300,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091406, 01, CARQ,   0, 168N, 1256E, 145,  904, XX,  50, NEQ,    0,    0,    0,    0, 1000,  205,  22,   0,   0,   W,   0,   X, 300,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091406, 01, CARQ,   0, 168N, 1256E, 145,  904, XX,  64, NEQ,    0,    0,    0,    0, 1000,  205,  22,   0,   0,   W,   0,   X, 300,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091412, 01, CARQ, -24, 150N, 1290E, 145,  907, XX,  34, NEQ,  240,  220,  190,  215, 1003,  230,  17,   0,   0,   W,   0,   X, 280,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091412, 01, CARQ, -18, 152N, 1279E, 150,  903, XX,  34, NEQ,  200,  200,  155,  170, 1003,  230,  22,   0,   0,   W,   0,   X, 285,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091412, 01, CARQ, -12, 159N, 1269E, 150,  900, XX,  34, NEQ,  230,  190,  200,  230, 1002,  230,  22,   0,   0,   W,   0,   X, 290,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091412, 01, CARQ,  -6, 168N, 1256E, 145,  904, XX,  34, NEQ,  265,  225,  200,  235, 1000,  205,  22,   0,   0,   W,   0,   X, 300,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091412, 01, CARQ,   0, 174N, 1241E, 145,  906, XX,  34, NEQ,  265,  230,  190,  245, 1001,  215,  22,   0,   0,   W,   0,   X, 300,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091412, 01, CARQ,   0, 174N, 1241E, 145,  906, XX,  50, NEQ,    0,    0,    0,    0, 1001,  215,  22,   0,   0,   W,   0,   X, 300,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091412, 01, CARQ,   0, 174N, 1241E, 145,  906, XX,  64, NEQ,    0,    0,    0,    0, 1001,  215,  22,   0,   0,   W,   0,   X, 300,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091418, 01, CARQ, -24, 152N, 1279E, 150,  903, XX,  34, NEQ,  200,  200,  155,  170, 1003,  230,  22,   0,   0,   W,   0,   X, 285,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091418, 01, CARQ, -18, 159N, 1269E, 150,  900, XX,  34, NEQ,  230,  190,  200,  230, 1002,  230,  22,   0,   0,   W,   0,   X, 290,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091418, 01, CARQ, -12, 168N, 1256E, 145,  904, XX,  34, NEQ,  265,  225,  200,  235, 1000,  205,  22,   0,   0,   W,   0,   X, 300,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091418, 01, CARQ,  -6, 174N, 1241E, 145,  906, XX,  34, NEQ,  265,  230,  190,  245, 1001,  215,  22,   0,   0,   W,   0,   X, 300,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091418, 01, CARQ,   0, 180N, 1223E, 145,  906, XX,  34, NEQ,  265,  205,  235,  285, 1001,  225,  12,   0,   0,   W,   0,   X, 295,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091418, 01, CARQ,   0, 180N, 1223E, 145,  906, XX,  50, NEQ,    0,    0,    0,    0, 1001,  225,  12,   0,   0,   W,   0,   X, 295,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091418, 01, CARQ,   0, 180N, 1223E, 145,  906, XX,  64, NEQ,    0,    0,    0,    0, 1001,  225,  12,   0,   0,   W,   0,   X, 295,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091500, 01, CARQ, -24, 159N, 1269E, 150,  900, XX,  34, NEQ,  230,  190,  200,  230, 1002,  230,  22,   0,   0,   W,   0,   X, 290,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091500, 01, CARQ, -18, 168N, 1256E, 145,  904, XX,  34, NEQ,  265,  225,  200,  235, 1000,  205,  22,   0,   0,   W,   0,   X, 300,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091500, 01, CARQ, -12, 174N, 1241E, 145,  906, XX,  34, NEQ,  265,  230,  190,  245, 1001,  215,  22,   0,   0,   W,   0,   X, 300,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091500, 01, CARQ,  -6, 180N, 1223E, 145,  906, XX,  34, NEQ,  265,  205,  235,  285, 1001,  225,  12,   0,   0,   W,   0,   X, 295,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091500, 01, CARQ,   0, 181N, 1206E, 115,  937, XX,  34, NEQ,  300,  290,  230,  245, 1001,  225,  12,   0,   0,   W,   0,   X, 285,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091500, 01, CARQ,   0, 181N, 1206E, 115,  937, XX,  50, NEQ,    0,    0,    0,    0, 1001,  225,  12,   0,   0,   W,   0,   X, 285,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091500, 01, CARQ,   0, 181N, 1206E, 115,  937, XX,  64, NEQ,    0,    0,    0,    0, 1001,  225,  12,   0,   0,   W,   0,   X, 285,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091506, 01, CARQ, -24, 168N, 1256E, 145,  904, XX,  34, NEQ,  265,  225,  200,  235, 1000,  205,  22,   0,   0,   W,   0,   X, 300,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091506, 01, CARQ, -18, 174N, 1241E, 145,  906, XX,  34, NEQ,  265,  230,  190,  245, 1001,  215,  22,   0,   0,   W,   0,   X, 300,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091506, 01, CARQ, -12, 180N, 1223E, 145,  906, XX,  34, NEQ,  265,  205,  235,  285, 1001,  225,  12,   0,   0,   W,   0,   X, 295,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091506, 01, CARQ,  -6, 181N, 1206E, 115,  937, XX,  34, NEQ,  300,  290,  230,  245, 1001,  225,  12,   0,   0,   W,   0,   X, 285,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091506, 01, CARQ,   0, 185N, 1197E, 105,  946, XX,  34, NEQ,  265,  240,  225,  235, 1001,  225,  20,   0,   0,   W,   0,   X, 285,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091506, 01, CARQ,   0, 185N, 1197E, 105,  946, XX,  50, NEQ,    0,    0,    0,    0, 1001,  225,  20,   0,   0,   W,   0,   X, 285,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091506, 01, CARQ,   0, 185N, 1197E, 105,  946, XX,  64, NEQ,    0,    0,    0,    0, 1001,  225,  20,   0,   0,   W,   0,   X, 285,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091512, 01, CARQ, -24, 174N, 1241E, 145,  906, XX,  34, NEQ,  265,  230,  190,  245, 1001,  215,  22,   0,   0,   W,   0,   X, 300,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091512, 01, CARQ, -18, 180N, 1223E, 145,  906, XX,  34, NEQ,  265,  205,  235,  285, 1001,  225,  12,   0,   0,   W,   0,   X, 295,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091512, 01, CARQ, -12, 181N, 1206E, 115,  937, XX,  34, NEQ,  300,  290,  230,  245, 1001,  225,  12,   0,   0,   W,   0,   X, 285,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091512, 01, CARQ,  -6, 185N, 1197E, 105,  946, XX,  34, NEQ,  265,  240,  225,  235, 1001,  225,  20,   0,   0,   W,   0,   X, 285,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091512, 01, CARQ,   0, 192N, 1184E, 105,  946, XX,  34, NEQ,  245,  200,  195,  260, 1001,  225,  20,   0,   0,   W,   0,   X, 290,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091512, 01, CARQ,   0, 192N, 1184E, 105,  946, XX,  50, NEQ,    0,    0,    0,    0, 1001,  225,  20,   0,   0,   W,   0,   X, 290,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091512, 01, CARQ,   0, 192N, 1184E, 105,  946, XX,  64, NEQ,    0,    0,    0,    0, 1001,  225,  20,   0,   0,   W,   0,   X, 290,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091606, 01, CARQ, -24, 185N, 1197E, 105,  946, XX,  34, NEQ,  265,  240,  225,  235, 1001,  225,  20,   0,   0,   W,   0,   X, 285,  14,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091606, 01, CARQ, -18, 192N, 1184E, 105,  946, XX,  34, NEQ,  245,  200,  195,  260, 1001,  225,  20,   0,   0,   W,   0,   X, 290,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091606, 01, CARQ,   0, 216N, 1136E,  80,  962, XX,  34, NEQ,  275,  200,  165,  215,  998,  195,  15,   0,   0,   W,   0,   X, 300,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091606, 01, CARQ,   0, 216N, 1136E,  80,  962, XX,  50, NEQ,    0,    0,    0,    0,  998,  195,  15,   0,   0,   W,   0,   X, 300,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091606, 01, CARQ,   0, 216N, 1136E,  80,  962, XX,  64, NEQ,    0,    0,    0,    0,  998,  195,  15,   0,   0,   W,   0,   X, 300,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091612, 01, CARQ, -24, 192N, 1184E, 105,  946, XX,  34, NEQ,  245,  200,  195,  260, 1001,  225,  20,   0,   0,   W,   0,   X, 290,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091612, 01, CARQ,  -6, 216N, 1136E,  80,  962, XX,  34, NEQ,  275,  200,  165,  215,  998,  195,  15,   0,   0,   W,   0,   X, 300,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091612, 01, CARQ,   0, 221N, 1118E,  70,  969, XX,  34, NEQ,  195,  170,  135,  185,  997,  190,  20,   0,   0,   W,   0,   X, 295,  18,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091612, 01, CARQ,   0, 221N, 1118E,  70,  969, XX,  50, NEQ,    0,    0,    0,    0,  997,  190,  20,   0,   0,   W,   0,   X, 295,  18,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091612, 01, CARQ,   0, 221N, 1118E,  70,  969, XX,  64, NEQ,    0,    0,    0,    0,  997,  190,  20,   0,   0,   W,   0,   X, 295,  18,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
